wave,var_name,question,options,n_options,pct_answered
W42,KNOW10,An antacid relieves an overly acidic stomach because the main components of antacids are…,Acids | Neutral | Bases | Isotopes | Not sure,5,100.0
W42,KNOW11,Which of these is a major concern about the overuse of antibiotics?,It can lead to antibiotic-resistant bacteria | There will be an antibiotic shortage | Antibiotics can cause secondary infections | Antibiotics will get into the water system | Not sure,5,100.0
W42,KNOW12,A car travels at a constant speed of 40 miles per hour. How far does the car travel in 45 minutes?,25 miles | 30 miles | 35 miles | 40 miles | Not sure,5,100.0
W42,KNOW14,"Based on what you have heard or read, which of the following statements best describes the scientific method?",The scientific method identifies unchanging core principles and truths | The scientific method produces findings meant to be continually tested and updated over time | Not sure,3,100.0
W43,RACESURV1a,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your physical health",In a better situation than I expected | In a worse situation than I expected | About where I expected,3,100.0
W43,RACESURV1b,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your job or career",In a better situation than I expected | In a worse situation than I expected | About where I expected,3,62.8
W43,RACESURV1c,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your relationships with family and friends",In a better situation than I expected | In a worse situation than I expected | About where I expected,3,100.0
W43,RACESURV1d,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your personal finances",In a better situation than I expected | In a worse situation than I expected | About where I expected,3,100.0
W43,ADMISSIONa,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Race or ethnicity",Major factor | Minor factor | Not a factor,3,100.0
W43,ADMISSIONb,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Gender",Major factor | Minor factor | Not a factor,3,100.0
W43,ADMISSIONc,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Whether a relative attended the school",Major factor | Minor factor | Not a factor,3,100.0
W43,ADMISSIONd,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Athletic ability",Major factor | Minor factor | Not a factor,3,100.0
W43,ADMISSIONe,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Involvement in community service",Major factor | Minor factor | Not a factor,3,100.0
W43,ADMISSIONf,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Scores on standardized tests, such as the SAT or ACT",Major factor | Minor factor | Not a factor,3,100.0
W43,ADMISSIONg,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? High school grades",Major factor | Minor factor | Not a factor,3,100.0
W43,ADMISSIONh,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Being the first person in the family to go to college",Major factor | Minor factor | Not a factor,3,100.0
W43,RACESURV2,"The U.S. population is made up of people of many different races and ethnicities. Overall, do you think this is…",Very good for the country | Somewhat good for the country | Somewhat bad for the country | Very bad for the country | Neither good nor bad for the country,5,50.1
W43,RACESURV3,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities makes it…",Easier for policymakers to solve the country's problems | Harder for policymakers to solve the country's problems | Doesn't make much difference,3,49.9
W43,RACESURV4,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has…",A positive impact on the country's culture | A negative impact on the country's culture | Doesn't make much difference,3,49.9
W43,RACESURV5a,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being white",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,100.0
W43,RACESURV5b,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being black",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,100.0
W43,RACESURV5c,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Hispanic",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,100.0
W43,RACESURV5d,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Asian",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,100.0
W43,RACESURV5e,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Native American",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,50.1
W43,RACESURV5f,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Jewish",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,50.1
W43,RACESURV5g,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Muslim",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,50.1
W43,RACESURV5h,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being an evangelical Christian",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,50.1
W43,RACESURV5i,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being a man",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,49.9
W43,RACESURV5j,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being a woman",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,49.9
W43,RACESURV5k,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being poor",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,49.9
W43,RACESURV5l,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being wealthy",Helps a lot | Helps a little | Hurts a little | Hurts a lot | Neither helps nor hurts,5,49.9
W43,RACESURV6,"When it comes to racial discrimination, which do you think is the bigger problem for the country today?",People seeing racial discrimination where it really does NOT exist | People NOT seeing racial discrimination where it really DOES exist,2,100.0
W43,RACESURV7,"How often, if ever, does race or race relations come up in your conversations with family and friends?",Often | Sometimes | Rarely | Never,4,100.0
W43,RACESURV8,"When race or race relations comes up in your conversations with family and friends, are you generally…",Very comfortable | Somewhat comfortable | Somewhat uncomfortable | Very uncomfortable,4,89.2
W43,RACESURV9,"When race or race relations comes up in your conversations with family and friends, is it…",Always with people who are the same race as you | Mostly with people who are the same race as you | Mostly with people who are NOT the same race as you | Always with people who are NOT the same race as you | Both about equally,5,89.2
W43,RACESURV10,Do you think race relations in the United States are…,Generally good | Generally bad,2,50.1
W43,RACESURV11,Do you think race relations in the United States are…,Getting better | Getting worse | Staying about the same,3,50.1
W43,RACESURV12,"When it comes to giving black people equal rights with whites, do you think our country has…",Gone too far | Not gone far enough | Been about right,3,49.9
W43,RACESURV13,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?",Very likely | Somewhat likely | Not too likely | Not at all likely,4,26.5
W43,RACATTN,"In general, do you think there is too much, too little, or about the right amount of attention paid to race and racial issues in our country these days?",Too much attention | Too little attention | About the right amount of attention,3,100.0
W43,RACESURV14,Would you say President Trump has…,Made progress toward improving race relations | Tried but failed to make progress toward improving race relations | Not addressed race relations | Made race relations worse,4,100.0
W43,RACESURV15a,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?",More common | Less common | About as common,3,50.1
W43,RACESURV15b,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?",More acceptable | Less acceptable | About as acceptable,3,49.9
W43,RACESURV16,"When it comes to improving race relations, do you think it is more important for people to focus on…",The unique experiences of different racial and ethnic groups | What different racial and ethnic groups have in common,2,100.0
W43,RACESURV17,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?",A great deal | A fair amount | Not much | Not at all,4,100.0
W43,RACESURV18a,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Hispanics",Very well | Pretty well | Not too well | Not at all well | Not sure,5,100.0
W43,RACESURV18b,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics",Very well | Pretty well | Not too well | Not at all well | Not sure,5,100.0
W43,RACESURV18c,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and whites",Very well | Pretty well | Not too well | Not at all well | Not sure,5,100.0
W43,RACESURV18d,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Asians",Very well | Pretty well | Not too well | Not at all well | Not sure,5,100.0
W43,RACESURV18e,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Asians",Very well | Pretty well | Not too well | Not at all well | Not sure,5,100.0
W43,RACESURV18f,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians",Very well | Pretty well | Not too well | Not at all well | Not sure,5,100.0
W43,RACESURV19a,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination",Major reason | Minor reason | Not a reason,3,100.0
W43,RACESURV19b,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of motivation to work hard",Major reason | Minor reason | Not a reason,3,100.0
W43,RACESURV19c,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools",Major reason | Minor reason | Not a reason,3,50.1
W43,RACESURV19d,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of good role models",Major reason | Minor reason | Not a reason,3,50.1
W43,RACESURV19e,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs",Major reason | Minor reason | Not a reason,3,49.9
W43,RACESURV19f,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Family instability",Major reason | Minor reason | Not a reason,3,49.9
W43,RACESURV20,"Thinking about your own experience, have you ever personally experienced discrimination or been treated unfairly because of your race or ethnicity?","Yes, regularly | Yes, from time to time | No",3,100.0
W43,RACESURV21,"How often, if ever, did your family talk to you about Challenges you might face because of your race or ethnicity?",Often | Sometimes | Rarely | Never,4,100.0
W43,RACESURV22,"How often, if ever, did your family talk to you about Advantages you might have because of your race or ethnicity?",Often | Sometimes | Rarely | Never,4,100.0
W43,RACESURV24,"How much, if at all, do you think what happens to white people in the country overall affects what happens in your own life?",A lot | Some | Not much | Not at all,4,100.0
W43,RACESURV25,"How much, if at all, do you think what happens to black people in the country overall affects what happens in your own life?",A lot | Some | Not much | Not at all,4,100.0
W43,RACESURV26,"How much, if at all, do you think what happens to Hispanics in the country overall affects what happens in your own life?",A lot | Some | Not much | Not at all,4,100.0
W43,RACESURV27,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?",A lot | Some | Not much | Not at all,4,100.0
W43,IDIMPORT,How important is [Race Insert] to how you think about yourself?,Extremely important | Very important | Moderately important | Only a little important | Not at all important,5,100.0
W43,RACESURV28a,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations? In hiring, pay and promotions",Black people are treated less fairly than white people | White people are treated less fairly than black people | Both are treated about equally,3,100.0
W43,RACESURV28b,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations? In stores or restaurants",Black people are treated less fairly than white people | White people are treated less fairly than black people | Both are treated about equally,3,100.0
W43,RACESURV28c,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations? When applying for a loan or mortgage",Black people are treated less fairly than white people | White people are treated less fairly than black people | Both are treated about equally,3,100.0
W43,RACESURV28d,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations? In dealing with the police",Black people are treated less fairly than white people | White people are treated less fairly than black people | Both are treated about equally,3,50.1
W43,RACESURV28e,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations? By the criminal justice system",Black people are treated less fairly than white people | White people are treated less fairly than black people | Both are treated about equally,3,49.9
W43,RACESURV28f,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations? When voting in elections",Black people are treated less fairly than white people | White people are treated less fairly than black people | Both are treated about equally,3,100.0
W43,RACESURV28g,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations? When seeking medical treatment",Black people are treated less fairly than white people | White people are treated less fairly than black people | Both are treated about equally,3,100.0
W43,RACESURV29a,"In your daily life, how much interaction, if any, would you say you have with people who are…White",A lot of interaction | Some interaction | Not much interaction | No interaction at all,4,100.0
W43,RACESURV29b,"In your daily life, how much interaction, if any, would you say you have with people who are…Black",A lot of interaction | Some interaction | Not much interaction | No interaction at all,4,100.0
W43,RACESURV29c,"In your daily life, how much interaction, if any, would you say you have with people who are…Hispanic",A lot of interaction | Some interaction | Not much interaction | No interaction at all,4,100.0
W43,RACESURV29d,"In your daily life, how much interaction, if any, would you say you have with people who are…Asian",A lot of interaction | Some interaction | Not much interaction | No interaction at all,4,100.0
W43,RACESURV34a,"Overall, how much has each of the following helped or hurt your ability to get ahead? Being white/Being black/Being Hispanic/Being Asian/Your racial background",Helped a lot | Helped a little | Hurt a little | Hurt a lot | Neither helped nor hurt,5,100.0
W43,RACESURV34b,"Overall, how much has each of the following helped or hurt your ability to get ahead? Being a man/Being a woman/Your gender",Helped a lot | Helped a little | Hurt a little | Hurt a lot | Neither helped nor hurt,5,100.0
W43,RACESURV34c,"Overall, how much has each of the following helped or hurt your ability to get ahead? Your family’s financial situation when you were growing up",Helped a lot | Helped a little | Hurt a little | Hurt a lot | Neither helped nor hurt,5,100.0
W43,RACESURV34d,"Overall, how much has each of the following helped or hurt your ability to get ahead? How hard you’ve worked",Helped a lot | Helped a little | Hurt a little | Hurt a lot | Neither helped nor hurt,5,100.0
W43,RACESURV34e,"Overall, how much has each of the following helped or hurt your ability to get ahead? The people you know",Helped a lot | Helped a little | Hurt a little | Hurt a lot | Neither helped nor hurt,5,100.0
W43,RACESURV36,"How often, if ever, do you hear [Race Insert] friend or family member make comments or jokes that might be considered racist or racially insensitive about people who are not [Race Insert]?",Often | Sometimes | Rarely | Never,4,100.0
W43,RACESURV38,"How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?",Often | Sometimes | Rarely | Never,4,100.0
W43,RACESURV40,How many white people in our country do you think are prejudiced against black people?,All or most | Some | Only a few | None | Not sure,5,100.0
W43,RACESURV41,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,All or most | Some | Only a few | None | Not sure,5,100.0
W43,RACESURV44,How many black people in our country do you think are prejudiced against white people?,All or most | Some | Only a few | None | Not sure,5,100.0
W43,RACESURV45,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,All or most | Some | Only a few | None | Not sure,5,100.0
W43,RACESURV47a,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots",Always acceptable | Sometimes acceptable | Rarely acceptable | Never acceptable | Not sure,5,50.1
W43,RACESURV47b,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word",Always acceptable | Sometimes acceptable | Rarely acceptable | Never acceptable | Not sure,5,50.1
W43,RACESURV47c,"For each, please indicate if you, personally, think it is acceptable. A white person using the n-word",Always acceptable | Sometimes acceptable | Rarely acceptable | Never acceptable | Not sure,5,50.1
W43,RACESURV47d,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own",Always acceptable | Sometimes acceptable | Rarely acceptable | Never acceptable | Not sure,5,49.9
W43,RACESURV47e,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume",Always acceptable | Sometimes acceptable | Rarely acceptable | Never acceptable | Not sure,5,49.9
W43,RACESURV47f,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume",Always acceptable | Sometimes acceptable | Rarely acceptable | Never acceptable | Not sure,5,49.9
W43,RACESURV48,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?",Very important | Somewhat important | Not too important | Not at all important,4,50.1
W43,RACESURV49,"When it comes to decisions about hiring and promotions, do you think companies and organizations…","Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase divers | Should only take a person's qualifications into account, even if it results in less diversity in the workplace",2,49.9
W43,RACESURV50,"When it comes to the schools students attend, do you think students…","Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in t | Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed",2,100.0
W43,RACESURV51,"Thinking about the community where you live, do you wish your community was…",More racially mixed | Less racially mixed | About as racially mixed as it is,3,100.0
W43,RACESURV52,"How much, if at all, would it bother you to hear people speak a language other than English in a public place?",A lot | Some | Not much | Not at all,4,100.0
W43,RACESURV53a,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Been unfairly stopped by police,"Yes, has happened to me | No, has not happened to me",2,100.0
W43,RACESURV53b,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. People acted as if they were suspicious of you,"Yes, has happened to me | No, has not happened to me",2,100.0
W43,RACESURV53c,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. People acted as if they thought you were not smart,"Yes, has happened to me | No, has not happened to me",2,100.0
W43,RACESURV53d,"Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Been treated unfairly by an employer in hiring, pay or promotion","Yes, has happened to me | No, has not happened to me",2,100.0
W43,RACESURV53e,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Been subject to slurs or jokes,"Yes, has happened to me | No, has not happened to me",2,100.0
W43,RACESURV53f,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Feared for your personal safety,"Yes, has happened to me | No, has not happened to me",2,100.0
W43,RACESURV53g,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. People assumed you are racist or prejudiced,"Yes, has happened to me | No, has not happened to me",2,100.0
W43,RACESURV56,"How would most people describe you, for example, if they walked past you on the street? Would they say you are…",White | Hispanic or Latino | Black | Native American or Indigenous | Other (Specify:),5,23.7
W43,RACESURV57,"Which of these most closely matches your own skin tone, even if none of them is exactly right?",1 | 2 | 3 | 4 | 5,5,45.7
W43,RACESURV57_REASK,KP cases re-asked RACESURV57,Did not re-ask | Re-asked RACESURV57 due to missing images,2,100.0
W45,NATPROBSa,How much of a problem do you think each of the following are in the country today? Made-up news and information,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,100.0
W45,NATPROBSb,How much of a problem do you think each of the following are in the country today? The affordability of healthcare,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,49.5
W45,NATPROBSc,How much of a problem do you think each of the following are in the country today? Racism,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,49.5
W45,NATPROBSd,How much of a problem do you think each of the following are in the country today? The way the U.S. political system operates,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,49.5
W45,NATPROBSe,How much of a problem do you think each of the following are in the country today? Illegal immigration,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,49.5
W45,NATPROBSf,How much of a problem do you think each of the following are in the country today? The gap between the rich and poor,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,49.5
W45,NATPROBSg,How much of a problem do you think each of the following are in the country today? Violent crime,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,50.5
W45,NATPROBSh,How much of a problem do you think each of the following are in the country today? Climate change,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,50.5
W45,NATPROBSi,How much of a problem do you think each of the following are in the country today? Drug addiction,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,50.5
W45,NATPROBSj,How much of a problem do you think each of the following are in the country today? Terrorism,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,50.5
W45,NATPROBSk,How much of a problem do you think each of the following are in the country today? Sexism,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,50.5
W45,NEWS_PLATFORMg,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you…Get news from a social media site (such as Facebook, Twitter, or Snapchat)",Often | Sometimes | Hardly ever | Never,4,100.0
W45,NEWS_PLATFORMh,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you…Get news from a news website or app",Often | Sometimes | Hardly ever | Never,4,100.0
W45,NEWSPREFV2,Which of the following would you say you prefer for getting news?,"A print newspaper | Radio | Television | A social media site (such as Facebook, Twitter or Snapchat) | A news website or app",5,100.0
W45,SOURCESKEPa,How much do you trust the accuracy of the news and information that you get from…Your main news outlets,A great deal | Some | Not much | Not at all,4,100.0
W45,SOURCESKEPb,How much do you trust the accuracy of the news and information that you get from…News outlets you don’t come across often,A great deal | Some | Not much | Not at all,4,100.0
W45,SOURCESKEPc,How much do you trust the accuracy of the news and information that you get from…Political leaders and public officials,A great deal | Some | Not much | Not at all,4,100.0
W45,SOURCESKEPd,How much do you trust the accuracy of the news and information that you get from…Friends and family,A great deal | Some | Not much | Not at all,4,100.0
W45,SOURCESKEPe,"How much do you trust the accuracy of the news and information that you get from…Social media sites (such as Facebook, Twitter or Snapchat)",A great deal | Some | Not much | Not at all,4,100.0
W45,INFOCONFUSEa,How much do you think each type of news and information leaves Americans confused about the basic facts of current issues and events? Made-up information that is intended to mislead the public,A great deal | Some | Not much | Not at all,4,100.0
W45,INFOCONFUSEb,How much do you think each type of news and information leaves Americans confused about the basic facts of current issues and events? Satire about an issue or event,A great deal | Some | Not much | Not at all,4,100.0
W45,INFOCONFUSEc,How much do you think each type of news and information leaves Americans confused about the basic facts of current issues and events? Breaking information that is published before everything is verified,A great deal | Some | Not much | Not at all,4,100.0
W45,INFOCONFUSEd,How much do you think each type of news and information leaves Americans confused about the basic facts of current issues and events? Factual information presented to favor one side of an issue,A great deal | Some | Not much | Not at all,4,100.0
W45,INFOCONFUSEe,How much do you think each type of news and information leaves Americans confused about the basic facts of current issues and events? A video or image that is altered or made up to mislead the public,A great deal | Some | Not much | Not at all,4,100.0
W45,INFOKNOWa,How do you feel about the Average American’S ability to recognize each type of news and information? Made-up information that is intended to mislead the public,The average American should be able to recognize it | It is too much to ask of the average American to be able to recognize it,2,100.0
W45,INFOKNOWb,How do you feel about the Average American’S ability to recognize each type of news and information? Satire about an issue or event,The average American should be able to recognize it | It is too much to ask of the average American to be able to recognize it,2,100.0
W45,INFOKNOWc,How do you feel about the Average American’S ability to recognize each type of news and information? Breaking information that is published before everything is verified,The average American should be able to recognize it | It is too much to ask of the average American to be able to recognize it,2,100.0
W45,INFOKNOWd,How do you feel about the Average American’S ability to recognize each type of news and information? Factual information presented to favor one side of an issue,The average American should be able to recognize it | It is too much to ask of the average American to be able to recognize it,2,100.0
W45,INFOKNOWe,How do you feel about the Average American’S ability to recognize each type of news and information? A video or image that is altered or made up to mislead the public,The average American should be able to recognize it | It is too much to ask of the average American to be able to recognize it,2,100.0
W45,INFOOWNa,How do you feel about YOUR OWN ability to recognize each type of news and information? Made-up information that is intended to mislead the public,I find it easy to recognize it | It find it hard to recognize it,2,100.0
W45,INFOOWNb,How do you feel about YOUR OWN ability to recognize each type of news and information? Satire about an issue or event,I find it easy to recognize it | It find it hard to recognize it,2,100.0
W45,INFOOWNc,How do you feel about YOUR OWN ability to recognize each type of news and information? Breaking information that is published before everything is verified,I find it easy to recognize it | It find it hard to recognize it,2,100.0
W45,INFOOWNd,How do you feel about YOUR OWN ability to recognize each type of news and information? Factual information presented to favor one side of an issue,I find it easy to recognize it | It find it hard to recognize it,2,100.0
W45,INFOOWNe,How do you feel about YOUR OWN ability to recognize each type of news and information? A video or image that is altered or made up to mislead the public,I find it easy to recognize it | It find it hard to recognize it,2,100.0
W45,MEDIALOYAL3,Which of the following statements comes closer to your view?,I consider myself to be loyal to the news source(s) I get my news from | I am not particularly loyal to the news source(s) I get my news from,2,100.0
W45,LEAD,"When you talk with friends and family about the news, do you tend to…",Listen to the conversation more than lead | Lead the conversation more than listen,2,100.0
W45,SEEK,Which statement best describes how you get news?,I mostly get news because I'm looking for it | I mostly get news because I happen to come across it,2,100.0
W45,INFORESTRICTa,Which comes closer to your view about each type of news and information? Made-up information that is intended to mislead the public,The freedom to publish and access it should be protected | Steps should be taken to restrict it,2,100.0
W45,INFORESTRICTb,Which comes closer to your view about each type of news and information? Satire about an issue or event,The freedom to publish and access it should be protected | Steps should be taken to restrict it,2,100.0
W45,INFORESTRICTc,Which comes closer to your view about each type of news and information? Breaking information that is published before everything is verified,The freedom to publish and access it should be protected | Steps should be taken to restrict it,2,100.0
W45,INFORESTRICTd,Which comes closer to your view about each type of news and information? Factual information presented to favor one side of an issue,The freedom to publish and access it should be protected | Steps should be taken to restrict it,2,100.0
W45,INFORESTRICTe,Which comes closer to your view about each type of news and information? A video or image that is altered or made up to mislead the public,The freedom to publish and access it should be protected | Steps should be taken to restrict it,2,100.0
W45,INFOWHYa,How much do you think each of the following is a reason why made-up news and information is created? To make money,Major reason | Minor reason | Not a reason,3,100.0
W45,INFOWHYb,How much do you think each of the following is a reason why made-up news and information is created? To push an agenda or viewpoint,Major reason | Minor reason | Not a reason,3,100.0
W45,INFOWHYc,How much do you think each of the following is a reason why made-up news and information is created? For fame,Major reason | Minor reason | Not a reason,3,100.0
W45,INFOWHYd,How much do you think each of the following is a reason why made-up news and information is created? To be funny,Major reason | Minor reason | Not a reason,3,100.0
W45,INFOCREATEa,How much made-up news and information do you think is created by…Journalists,A lot | Some | Not much | None,4,100.0
W45,INFOCREATEb,How much made-up news and information do you think is created by…Political leaders and their staff,A lot | Some | Not much | None,4,100.0
W45,INFOCREATEc,How much made-up news and information do you think is created by…Members of the public,A lot | Some | Not much | None,4,100.0
W45,INFOCREATEd,How much made-up news and information do you think is created by…Foreign-based individuals or groups,A lot | Some | Not much | None,4,100.0
W45,INFOCREATEe,How much made-up news and information do you think is created by…Activist groups,A lot | Some | Not much | None,4,100.0
W45,MADEUPOFT,How often do you come across made-up news and information that is intended to mislead the public?,Often | Sometimes | Hardly ever | Never,4,100.0
W45,MADEUPSHAREWHY,What is the main reason why you shared news and information that you knew at the time was made-up?,I thought it was surprising or entertaining | I liked what it said | I wanted to create a discussion about it | I wanted to tell others it was inaccurate,4,8.6
W45,MADEUPTOPICa,How much made-up news and information do you think is created about each of the following topics? Politics and elections,A lot | Some | Not much | None,4,50.5
W45,MADEUPTOPICb,How much made-up news and information do you think is created about each of the following topics? Entertainment and celebrities,A lot | Some | Not much | None,4,49.5
W45,MADEUPTOPICc,How much made-up news and information do you think is created about each of the following topics? Science and technology,A lot | Some | Not much | None,4,50.5
W45,MADEUPTOPICd,How much made-up news and information do you think is created about each of the following topics? Health and medicine,A lot | Some | Not much | None,4,49.5
W45,MADEUPTOPICe,"How much made-up news and information do you think is created about each of the following topics? Emergencies, such as shootings or natural disasters",A lot | Some | Not much | None,4,50.5
W45,MADEUPTOPICf,How much made-up news and information do you think is created about each of the following topics? Business and finance,A lot | Some | Not much | None,4,49.5
W45,MADEUPLEVELa,"And, how much do you think is created in each of the following areas? National issues, events and public figures",A lot | Some | Not much | None,4,100.0
W45,MADEUPLEVELb,"And, how much do you think is created in each of the following areas? Local issues, events and public figures",A lot | Some | Not much | None,4,100.0
W45,MADEUPIMPa,"Overall, how much of an impact do you think made-up news and information has on each of the following? Americans' confidence in government institutions",Big impact | Moderate impact | Small impact | No impact at all,4,100.0
W45,MADEUPIMPb,"Overall, how much of an impact do you think made-up news and information has on each of the following? Americans’ confidence in each other",Big impact | Moderate impact | Small impact | No impact at all,4,100.0
W45,MADEUPIMPc,"Overall, how much of an impact do you think made-up news and information has on each of the following? Political leaders’ ability to get work done",Big impact | Moderate impact | Small impact | No impact at all,4,100.0
W45,MADEUPIMPd,"Overall, how much of an impact do you think made-up news and information has on each of the following? Journalists’ ability to get the information they need for their stories",Big impact | Moderate impact | Small impact | No impact at all,4,100.0
