model_label,question_id,condition,n_options,wd_rep,wd_dem,wd_overall,closer_to,partisan_gap,llm_dist
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSD,C1R,4,0.3784,0.5079,0.4473,Rep,0.1294,"[0.0, 0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSD,C3L,4,0.6216,0.4921,0.5527,Dem,0.1294,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSD,C3R,4,0.3548,0.2953,0.3239,Dem,0.1294,"[0.0, 1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSD,CA,4,0.3548,0.2953,0.3239,Dem,0.1294,"[0.0, 1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSD,N,4,0.3548,0.2953,0.3239,Dem,0.1294,"[0.0, 1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSE,C1L,4,0.3594,0.197,0.2753,Dem,0.1624,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSE,C1R,4,0.3594,0.197,0.2753,Dem,0.1624,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSE,C3L,4,0.3594,0.197,0.2753,Dem,0.1624,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSE,C3R,4,0.3594,0.197,0.2753,Dem,0.1624,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSE,CA,4,0.3594,0.197,0.2753,Dem,0.1624,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSE,N,4,0.3594,0.197,0.2753,Dem,0.1624,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSF,C1L,4,0.3484,0.2029,0.2706,Dem,0.1456,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSF,C1R,4,0.3484,0.2029,0.2706,Dem,0.1456,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSF,C3L,4,0.3484,0.2029,0.2706,Dem,0.1456,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSF,C3R,4,0.2497,0.2364,0.2432,Dem,0.1456,"[0.0, 1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSF,CA,4,0.3484,0.2029,0.2706,Dem,0.1456,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNRESPNOKIDSF,N,4,0.3484,0.2029,0.2706,Dem,0.1456,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE,C1L,3,0.2386,0.5548,0.3633,Rep,0.3162,"[1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE,C1R,3,0.7614,0.4452,0.6367,Dem,0.3162,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE,C3L,3,0.7614,0.4452,0.6367,Dem,0.3162,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE,C3R,3,0.7614,0.4452,0.6367,Dem,0.3162,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE,CA,3,0.7614,0.4452,0.6367,Dem,0.3162,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE,N,3,0.7614,0.4452,0.6367,Dem,0.3162,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE2,C1L,3,0.4701,0.3176,0.3639,Dem,0.1525,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE2,C1R,3,0.4701,0.3176,0.3639,Dem,0.1525,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE2,C3L,3,0.4701,0.3176,0.3639,Dem,0.1525,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE2,C3R,3,0.4701,0.3176,0.3639,Dem,0.1525,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE2,CA,3,0.4701,0.3176,0.3639,Dem,0.1525,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNSAFE2,N,3,0.4701,0.3176,0.3639,Dem,0.1525,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNA,C1L,3,0.6391,0.5008,0.5854,Dem,0.1384,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNA,C1R,3,0.6391,0.5008,0.5854,Dem,0.1384,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNA,C3L,3,0.6391,0.5008,0.5854,Dem,0.1384,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNA,C3R,3,0.6391,0.5008,0.5854,Dem,0.1384,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNA,CA,3,0.6391,0.5008,0.5854,Dem,0.1384,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNA,N,3,0.6391,0.5008,0.5854,Dem,0.1384,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNB,C1L,3,0.7474,0.5926,0.6854,Dem,0.1547,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNB,C1R,3,0.7474,0.5926,0.6854,Dem,0.1547,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNB,C3L,3,0.7474,0.5926,0.6854,Dem,0.1547,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNB,C3R,3,0.7474,0.5926,0.6854,Dem,0.1547,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNB,CA,3,0.7474,0.5926,0.6854,Dem,0.1547,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNB,N,3,0.7474,0.5926,0.6854,Dem,0.1547,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNC,C1L,3,0.5932,0.4552,0.539,Dem,0.1379,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNC,C1R,3,0.5932,0.4552,0.539,Dem,0.1379,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNC,C3L,3,0.5932,0.4552,0.539,Dem,0.1379,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNC,C3R,3,0.5932,0.4552,0.539,Dem,0.1379,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNC,CA,3,0.5932,0.4552,0.539,Dem,0.1379,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_GUNTYPEOWNC,N,3,0.5932,0.4552,0.539,Dem,0.1379,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NEVEROWN,C1L,2,0.8282,0.4855,0.7121,Dem,0.3428,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NEVEROWN,C1R,2,0.8282,0.4855,0.7121,Dem,0.3428,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NEVEROWN,C3L,2,0.8282,0.4855,0.7121,Dem,0.3428,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NEVEROWN,C3R,2,0.8282,0.4855,0.7121,Dem,0.3428,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NEVEROWN,CA,2,0.8282,0.4855,0.7121,Dem,0.3428,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NEVEROWN,N,2,0.8282,0.4855,0.7121,Dem,0.3428,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NOCARRYGUN,C1L,2,0.56,0.8042,0.6599,Rep,0.2442,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NOCARRYGUN,C1R,2,0.56,0.8042,0.6599,Rep,0.2442,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NOCARRYGUN,C3L,2,0.44,0.1958,0.3401,Dem,0.2442,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W26_NOCARRYGUN,C3R,2,0.56,0.8042,0.6599,Rep,0.2442,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NOCARRYGUN,CA,2,0.56,0.8042,0.6599,Rep,0.2442,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_NOCARRYGUN,N,2,0.56,0.8042,0.6599,Rep,0.2442,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_POL1DT,C1R,2,0.8111,0.0516,0.3944,Dem,0.7595,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_POL1DT,C3L,2,0.8111,0.0516,0.3944,Dem,0.7595,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_POL1DT,C3R,2,0.1889,0.9484,0.6056,Rep,0.7595,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W26_POL1DT,CA,2,0.8111,0.0516,0.3944,Dem,0.7595,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_POL1DTSTR,C1R,2,0.6467,0.8732,0.7684,Rep,0.2265,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_POL1DTSTR,C3L,2,0.6467,0.8732,0.7684,Rep,0.2265,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_POL1DTSTR,C3R,2,0.3533,0.1268,0.2316,Dem,0.2265,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W26_POL1DTSTR,CA,2,0.6467,0.8732,0.7684,Rep,0.2265,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_POL1DTSTR,N,2,0.3533,0.1268,0.2316,Dem,0.2265,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNA,C1L,3,0.8216,0.6373,0.7607,Dem,0.1844,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNA,C1R,3,0.8216,0.6373,0.7607,Dem,0.1844,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNA,C3L,3,0.8216,0.6373,0.7607,Dem,0.1844,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNA,C3R,3,0.8216,0.6373,0.7607,Dem,0.1844,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNA,CA,3,0.8216,0.6373,0.7607,Dem,0.1844,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNA,N,3,0.8216,0.6373,0.7607,Dem,0.1844,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNB,C1L,3,0.4994,0.3658,0.4562,Dem,0.1336,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNB,C1R,3,0.4994,0.3658,0.4562,Dem,0.1336,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNB,C3L,3,0.4994,0.3658,0.4562,Dem,0.1336,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNB,C3R,3,0.3924,0.4139,0.4004,Rep,0.1336,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNB,CA,3,0.4994,0.3658,0.4562,Dem,0.1336,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_REASONGUNB,N,3,0.4994,0.3658,0.4562,Dem,0.1336,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_SATISF,C1L,2,0.4498,0.1073,0.2609,Dem,0.3425,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_SATISF,C1R,2,0.4498,0.1073,0.2609,Dem,0.3425,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_SATISF,C3L,2,0.4498,0.1073,0.2609,Dem,0.3425,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_SATISF,C3R,2,0.4498,0.1073,0.2609,Dem,0.3425,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_SATISF,CA,2,0.4498,0.1073,0.2609,Dem,0.3425,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W26_SATISF,N,2,0.4498,0.1073,0.2609,Dem,0.3425,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5A,C1R,4,0.3173,0.6836,0.5174,Rep,0.3663,"[0.0, 0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5A,C3L,4,0.6827,0.3164,0.4826,Dem,0.3663,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5A,C3R,4,0.3173,0.6836,0.5174,Rep,0.3663,"[0.0, 0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5A,CA,4,0.4189,0.2325,0.3176,Dem,0.3663,"[0.0, 1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5A,N,4,0.2667,0.3921,0.3359,Rep,0.3663,"[0.0, 0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5D,C1L,4,0.4045,0.5716,0.4969,Rep,0.1671,"[0.0, 0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5D,C3L,4,0.5955,0.4284,0.5031,Dem,0.1671,"[1.0, 0.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5D,C3R,4,0.4045,0.5716,0.4969,Rep,0.1671,"[0.0, 0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5D,CA,4,0.4045,0.5716,0.4969,Rep,0.1671,"[0.0, 0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB5D,N,4,0.4045,0.5716,0.4969,Rep,0.1671,"[0.0, 0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB6,C1L,2,0.7857,0.3415,0.545,Dem,0.4442,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB6,C1R,2,0.2143,0.6585,0.455,Rep,0.4442,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB6,C3L,2,0.7857,0.3415,0.545,Dem,0.4442,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB6,C3R,2,0.2143,0.6585,0.455,Rep,0.4442,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB6,CA,2,0.7857,0.3415,0.545,Dem,0.4442,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W27_ROBJOB6,N,2,0.7857,0.3415,0.545,Dem,0.4442,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W27_WORK2,C1L,3,0.443,0.3909,0.417,Dem,0.2004,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_WORK2,C1R,3,0.443,0.3909,0.417,Dem,0.2004,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_WORK2,C3L,3,0.443,0.3909,0.417,Dem,0.2004,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_WORK2,C3R,3,0.1301,0.3305,0.2386,Rep,0.2004,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W27_WORK2,CA,3,0.443,0.3909,0.417,Dem,0.2004,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W27_WORK2,N,3,0.557,0.6091,0.583,Rep,0.2004,"[1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1A,C1L,3,0.3336,0.3522,0.3428,Rep,0.1367,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1A,C1R,3,0.3336,0.3522,0.3428,Rep,0.1367,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1A,C3L,3,0.6664,0.6478,0.6572,Dem,0.1367,"[1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1A,C3R,3,0.2246,0.3612,0.3014,Rep,0.1367,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1A,CA,3,0.3336,0.3522,0.3428,Rep,0.1367,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1A,N,3,0.3336,0.3522,0.3428,Rep,0.1367,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1B,C1L,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1B,C1R,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1B,C3L,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1B,C3R,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1B,CA,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_BOYSF1B,N,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1A,C1L,2,0.7772,0.6083,0.6809,Dem,0.1689,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1A,C1R,2,0.7772,0.6083,0.6809,Dem,0.1689,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1A,C3L,2,0.7772,0.6083,0.6809,Dem,0.1689,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1A,C3R,2,0.2228,0.3917,0.3191,Rep,0.1689,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF1A,CA,2,0.7772,0.6083,0.6809,Dem,0.1689,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1A,N,2,0.7772,0.6083,0.6809,Dem,0.1689,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1B,C1L,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF1B,C1R,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF1B,C3L,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF1B,C3R,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF1B,CA,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF1B,N,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF1E,C1L,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1E,C1R,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1E,C3L,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1E,C3R,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1E,CA,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF1E,N,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF2,C1L,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF2,C1R,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF2,C3L,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF2,C3R,2,0.3146,0.5618,0.4534,Rep,0.2472,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_DIFF2,CA,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF2,N,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF3,C1L,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF3,C1R,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF3,C3L,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF3,C3R,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF3,CA,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_DIFF3,N,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_FEM2AF2,C1L,2,0.0651,0.3022,0.1952,Rep,0.2371,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_FEM2AF2,C1R,2,0.9349,0.6978,0.8048,Dem,0.2371,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_FEM2AF2,C3L,2,0.9349,0.6978,0.8048,Dem,0.2371,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_FEM2AF2,C3R,2,0.0651,0.3022,0.1952,Rep,0.2371,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_FEM2AF2,CA,2,0.9349,0.6978,0.8048,Dem,0.2371,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_FEM2AF2,N,2,0.9349,0.6978,0.8048,Dem,0.2371,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2A,C1L,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2A,C1R,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2A,C3L,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2A,C3R,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2A,CA,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2A,N,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2C,C1L,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2C,C1R,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2C,C3L,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2C,C3R,3,0.7233,0.628,0.6694,Dem,0.122,"[1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2C,CA,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_GIRLSF2C,N,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTB,C1L,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTB,C1R,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTB,C3L,3,0.7803,0.5828,0.6689,Dem,0.1975,"[1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTB,C3R,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTB,CA,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTB,N,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTC,C1L,3,0.2563,0.4363,0.357,Rep,0.18,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTC,C1R,3,0.2563,0.4363,0.357,Rep,0.18,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTC,C3L,3,0.7437,0.5637,0.643,Dem,0.18,"[1.0, 0.0, 0.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTC,C3R,3,0.2563,0.4363,0.357,Rep,0.18,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTC,CA,3,0.2563,0.4363,0.357,Rep,0.18,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_HELPHURTC,N,3,0.2563,0.4363,0.357,Rep,0.18,"[0.0, 0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_MASC2AF1,C1L,2,0.1822,0.563,0.4217,Rep,0.3808,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_MASC2AF1,C1R,2,0.8178,0.437,0.5783,Dem,0.3808,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_MASC2AF1,C3L,2,0.8178,0.437,0.5783,Dem,0.3808,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_MASC2AF1,C3R,2,0.1822,0.563,0.4217,Rep,0.3808,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_MASC2AF1,CA,2,0.8178,0.437,0.5783,Dem,0.3808,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_MASC2AF1,N,2,0.8178,0.437,0.5783,Dem,0.3808,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_MASC2BF1,C1L,2,0.0292,0.1957,0.0699,Rep,0.1665,"[0.0, 1.0]"
Gemini 2.5 Flash,atp_W29_MASC2BF1,C1R,2,0.9708,0.8043,0.9301,Dem,0.1665,"[1.0, 0.0]"
Gemini 2.5 Flash,atp_W29_MASC2BF1,C3L,2,0.0292,0.1957,0.0699,Rep,0.1665,"[0.0, 1.0]"
