wave,var_name,question,n_options,option_labels,dist_overall,dist_rep,dist_dem,n_overall,n_rep,n_dem,partisan_gap,error
W42,POP3,"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?",2,"[""Rely more on people who are considered experts about the problems, even if they don't have much practical experience"", ""Rely more on people with practical experience with the problems, even if they aren't considered experts""]","[0.291, 0.709]","[0.1871, 0.8129]","[0.3734, 0.6266]",4464,1785,2459,0.1864,
W42,KNOW1,"Here’s a different kind of question. (If you don’t know the answer, select “Not sure.”) As far as you know…Oil, natural gas and coal are examples of…",5,"[""Biofuels"", ""Fossil fuels"", ""Geothermal resources"", ""Renewable resources"", ""Not sure""]","[0.0454, 0.698, 0.0288, 0.053, 0.1748]","[0.0393, 0.7355, 0.0191, 0.0517, 0.1544]","[0.0486, 0.6797, 0.0359, 0.0543, 0.1816]",4464,1785,2459,0.0282,
W42,KNOW2,Which of the following changes to the design of this study would most improve the ability to test if the new medication effectively treats ear infections?,5,"[""Create a second group of participants with ear infections who do not use any ear drops"", ""Create a second group of participants with ear infections who use 15 drops a day"", ""Have participants use ear drops for only 1 week"", ""Have participants put ear drops in both their infected ear and healthy ear"", ""Not sure""]","[0.6338, 0.0487, 0.1267, 0.0469, 0.144]","[0.6507, 0.0461, 0.1294, 0.0399, 0.1339]","[0.6332, 0.0516, 0.1236, 0.0483, 0.1433]",4464,1785,2459,0.0142,
W42,KNOW3,Which of the following is an example of genetic engineering?,5,"[""Growing a whole plant from a single cell"", ""Finding the sequences of bases in plant DNA"", ""Inserting a gene into plants that makes them resistant to insects"", ""Attaching the root of one type of plant to the stem of another type of plant"", ""Not sure""]","[0.0579, 0.0773, 0.5743, 0.0911, 0.1993]","[0.0569, 0.0738, 0.5857, 0.0908, 0.1928]","[0.0594, 0.0761, 0.5841, 0.0864, 0.194]",4464,1785,2459,0.0029,
W42,KNOW4,What is the main cause of seasons on the Earth?,5,"[""The distance between the Earth and the Sun"", ""The tilt of the Earth's axis in relation to the Sun"", ""The speed that the Earth rotates around the Sun"", ""Changes in the amount of energy coming from the Sun"", ""Not sure""]","[0.1138, 0.6445, 0.0681, 0.0383, 0.1353]","[0.1256, 0.6791, 0.0512, 0.0315, 0.1126]","[0.1035, 0.6301, 0.0786, 0.0409, 0.1469]",4464,1785,2459,0.0427,
W42,KNOW5,"These graphs show the monthly precipitation and average temperature for three cities in the United States over the course of one year. Based on the graphs, which city has the greatest annual range of ",5,"[""New York, New York"", ""Los Angeles, California"", ""Chicago, Illinois"", ""They all have the same annual temperature range"", ""Not sure""]","[0.2001, 0.087, 0.6164, 0.0271, 0.0693]","[0.1904, 0.0834, 0.6394, 0.0259, 0.0608]","[0.2027, 0.0837, 0.6126, 0.0283, 0.0726]",4464,1785,2459,0.0127,
W42,KNOW6,The time a computer takes to start has increased dramatically. One possible explanation for this is that the computer is running out of memory. This explanation is a scientific…,5,"[""Conclusion"", ""Experiment"", ""Hypothesis"", ""Observation"", ""Not sure""]","[0.0923, 0.0315, 0.5258, 0.1909, 0.1594]","[0.1006, 0.0247, 0.5025, 0.208, 0.1641]","[0.0834, 0.0368, 0.5501, 0.1806, 0.1492]",4464,1785,2459,0.0199,
W42,KNOW7,Many diseases have an incubation period. Which of the following best describes what an incubation period is?,5,"[""The recovery period after being sick"", ""The effect of a disease on babies"", ""The period during which someone builds up immunity to a disease"", ""The period during which someone has an infection, but is not showing symptoms"", ""Not sure""]","[0.0345, 0.0149, 0.0485, 0.8021, 0.1]","[0.0276, 0.0107, 0.0439, 0.8352, 0.0827]","[0.0401, 0.0164, 0.0524, 0.7829, 0.1082]",4464,1785,2459,0.0208,
W42,KNOW9,"When large areas of forest are removed so land can be converted for other uses, such as farming, which of the following occurs?",5,"[""Increased erosion"", ""Colder temperature"", ""Decreased carbon dioxide"", ""Greater oxygen production"", ""Not sure""]","[0.6082, 0.027, 0.1469, 0.0259, 0.192]","[0.6298, 0.0258, 0.1455, 0.0247, 0.1742]","[0.601, 0.0295, 0.1454, 0.0254, 0.1987]",4464,1785,2459,0.0259,
W42,KNOW10,An antacid relieves an overly acidic stomach because the main components of antacids are…,5,"[""Acids"", ""Neutral"", ""Bases"", ""Isotopes"", ""Not sure""]","[0.1007, 0.139, 0.3992, 0.0278, 0.3333]","[0.0867, 0.1593, 0.3744, 0.0265, 0.353]","[0.1073, 0.1249, 0.4277, 0.0254, 0.3146]",4464,1785,2459,0.0281,
W42,KNOW11,Which of these is a major concern about the overuse of antibiotics?,5,"[""It can lead to antibiotic-resistant bacteria"", ""There will be an antibiotic shortage"", ""Antibiotics can cause secondary infections"", ""Antibiotics will get into the water system"", ""Not sure""]","[0.8247, 0.0167, 0.0433, 0.0176, 0.0978]","[0.8579, 0.0118, 0.0343, 0.0168, 0.0792]","[0.8061, 0.0197, 0.05, 0.0176, 0.1066]",4464,1785,2459,0.0378,
W42,KNOW12,A car travels at a constant speed of 40 miles per hour. How far does the car travel in 45 minutes?,5,"[""25 miles"", ""30 miles"", ""35 miles"", ""40 miles"", ""Not sure""]","[0.0415, 0.5852, 0.1381, 0.0997, 0.1356]","[0.0338, 0.6184, 0.1364, 0.1003, 0.111]","[0.0426, 0.5739, 0.1367, 0.0982, 0.1486]",4464,1785,2459,0.0294,
W42,KNOW14,"Based on what you have heard or read, which of the following statements best describes the scientific method?",3,"[""The scientific method identifies unchanging core principles and truths"", ""The scientific method produces findings meant to be continually tested and updated over time"", ""Not sure""]","[0.1403, 0.6991, 0.1606]","[0.1661, 0.665, 0.1689]","[0.1226, 0.7281, 0.1493]",4464,1785,2459,0.0315,
W43,RACESURV1a,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your physical health",3,"[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.2453, 0.2883, 0.4664]","[0.2538, 0.2727, 0.4735]","[0.2374, 0.3006, 0.462]",6637,2230,4062,0.014,
W43,RACESURV1b,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your job or career",3,"[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.3139, 0.2821, 0.404]","[0.3397, 0.2346, 0.4256]","[0.3007, 0.3131, 0.3862]",4167,1355,2596,0.0392,
W43,RACESURV1c,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your relationships with family and friends",3,"[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.3053, 0.1773, 0.5174]","[0.3086, 0.1626, 0.5288]","[0.3022, 0.1852, 0.5126]",6637,2230,4062,0.0113,
W43,RACESURV1d,"For each of the following aspects of your life, would you say that you are, or about where you expected to be at this point in your life? Your personal finances",3,"[""In a better situation than I expected"", ""In a worse situation than I expected"", ""About where I expected""]","[0.2825, 0.3803, 0.3372]","[0.3204, 0.3321, 0.3474]","[0.2613, 0.4087, 0.33]",6637,2230,4062,0.0383,
W43,ADMISSIONa,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Race or ethnicity",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.0965, 0.2062, 0.6973]","[0.0431, 0.1209, 0.836]","[0.1272, 0.2576, 0.6151]",6637,2230,4062,0.1524,
W43,ADMISSIONb,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Gender",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.0537, 0.1407, 0.8056]","[0.0315, 0.0896, 0.8789]","[0.0654, 0.1702, 0.7644]",6637,2230,4062,0.0742,
W43,ADMISSIONc,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Whether a relative attended the school",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.078, 0.2477, 0.6743]","[0.0612, 0.246, 0.6929]","[0.086, 0.2502, 0.6637]",6637,2230,4062,0.027,
W43,ADMISSIONd,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Athletic ability",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.0873, 0.3441, 0.5686]","[0.0864, 0.3257, 0.5879]","[0.0867, 0.3565, 0.5568]",6637,2230,4062,0.0157,
W43,ADMISSIONe,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Involvement in community service",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.2423, 0.4804, 0.2773]","[0.1756, 0.5079, 0.3165]","[0.2827, 0.4716, 0.2457]",6637,2230,4062,0.089,
W43,ADMISSIONf,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Scores on standardized tests, such as the SAT or ACT",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.4647, 0.427, 0.1083]","[0.5175, 0.3939, 0.0886]","[0.4376, 0.4468, 0.1156]",6637,2230,4062,0.0535,
W43,ADMISSIONg,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? High school grades",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.6917, 0.25, 0.0584]","[0.7035, 0.2471, 0.0494]","[0.6924, 0.2471, 0.0605]",6637,2230,4062,0.0111,
W43,ADMISSIONh,"Do you think each of the following should be a major factor, minor factor, or not a factor in college admissions? Being the first person in the family to go to college",3,"[""Major factor"", ""Minor factor"", ""Not a factor""]","[0.2455, 0.264, 0.4905]","[0.1526, 0.2268, 0.6206]","[0.3008, 0.284, 0.4152]",6637,2230,4062,0.1768,
W43,RACESURV2,"The U.S. population is made up of people of many different races and ethnicities. Overall, do you think this is…",5,"[""Very good for the country"", ""Somewhat good for the country"", ""Somewhat bad for the country"", ""Very bad for the country"", ""Neither good nor bad for the country""]","[0.6171, 0.1812, 0.0423, 0.0109, 0.1486]","[0.3964, 0.2625, 0.0866, 0.0188, 0.2357]","[0.7453, 0.1358, 0.0188, 0.0059, 0.0942]",3323,1122,2025,0.2167,
W43,RACESURV3,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities makes it…",3,"[""Easier for policymakers to solve the country's problems"", ""Harder for policymakers to solve the country's problems"", ""Doesn't make much difference""]","[0.0711, 0.4689, 0.4601]","[0.0344, 0.5493, 0.4163]","[0.0889, 0.4326, 0.4785]",3314,1108,2037,0.0584,
W43,RACESURV4,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has…",3,"[""A positive impact on the country's culture"", ""A negative impact on the country's culture"", ""Doesn't make much difference""]","[0.6892, 0.0999, 0.2108]","[0.5295, 0.1944, 0.2761]","[0.7833, 0.0484, 0.1683]",3314,1108,2037,0.1808,
W43,RACESURV5a,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being white",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.4634, 0.1911, 0.0627, 0.0356, 0.2473]","[0.1964, 0.2425, 0.1244, 0.0661, 0.3706]","[0.6225, 0.1645, 0.0282, 0.0178, 0.167]",6637,2230,4062,0.3074,
W43,RACESURV5b,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being black",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.0659, 0.0902, 0.3041, 0.3124, 0.2274]","[0.1254, 0.1553, 0.2911, 0.1041, 0.3241]","[0.0332, 0.0568, 0.3108, 0.4357, 0.1636]",6637,2230,4062,0.1536,
W43,RACESURV5c,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Hispanic",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.0575, 0.1132, 0.36, 0.1943, 0.275]","[0.0914, 0.1593, 0.2956, 0.067, 0.3866]","[0.0387, 0.0875, 0.4004, 0.2678, 0.2056]",6637,2230,4062,0.0946,
W43,RACESURV5d,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Asian",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.0943, 0.2702, 0.1867, 0.0348, 0.414]","[0.0942, 0.2535, 0.1245, 0.0231, 0.5048]","[0.0966, 0.2825, 0.2234, 0.0417, 0.3558]",6637,2230,4062,0.0783,
W43,RACESURV5e,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Native American",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.0645, 0.1513, 0.2447, 0.1826, 0.3568]","[0.0846, 0.1989, 0.1863, 0.0576, 0.4725]","[0.0533, 0.1235, 0.2819, 0.2575, 0.2839]",3323,1122,2025,0.0845,
W43,RACESURV5f,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Jewish",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.1084, 0.1624, 0.1703, 0.0412, 0.5177]","[0.0875, 0.128, 0.119, 0.0397, 0.6258]","[0.1215, 0.188, 0.1975, 0.041, 0.452]",3323,1122,2025,0.1186,
W43,RACESURV5g,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being Muslim",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.0308, 0.0435, 0.3219, 0.3447, 0.2591]","[0.0605, 0.0767, 0.3357, 0.2013, 0.3258]","[0.0144, 0.0249, 0.3179, 0.434, 0.2088]",3323,1122,2025,0.0941,
W43,RACESURV5h,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being an evangelical Christian",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.1264, 0.1943, 0.1042, 0.0487, 0.5263]","[0.0701, 0.1366, 0.1563, 0.0827, 0.5544]","[0.1619, 0.2342, 0.0767, 0.0289, 0.4983]",3323,1122,2025,0.1118,
W43,RACESURV5i,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being a man",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.4185, 0.2663, 0.0623, 0.0246, 0.2284]","[0.2405, 0.2985, 0.1189, 0.0399, 0.3022]","[0.5194, 0.2491, 0.033, 0.0162, 0.1822]",3314,1108,2037,0.1931,
W43,RACESURV5j,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being a woman",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.0715, 0.1517, 0.4263, 0.1216, 0.2289]","[0.1037, 0.212, 0.3239, 0.04, 0.3203]","[0.0556, 0.1226, 0.482, 0.1649, 0.1748]",3314,1108,2037,0.0879,
W43,RACESURV5k,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being poor",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.0188, 0.0233, 0.1895, 0.6878, 0.0806]","[0.0236, 0.0435, 0.3034, 0.5254, 0.1042]","[0.0162, 0.0118, 0.1264, 0.7807, 0.0649]",3314,1108,2037,0.0754,
W43,RACESURV5l,"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being wealthy",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]","[0.8073, 0.0941, 0.0149, 0.0188, 0.0649]","[0.7518, 0.1576, 0.0154, 0.0091, 0.0661]","[0.8448, 0.0547, 0.0153, 0.0246, 0.0606]",3314,1108,2037,0.0296,
W43,RACESURV6,"When it comes to racial discrimination, which do you think is the bigger problem for the country today?",2,"[""People seeing racial discrimination where it really does NOT exist"", ""People NOT seeing racial discrimination where it really DOES exist""]","[0.3542, 0.6458]","[0.7092, 0.2908]","[0.1608, 0.8392]",6637,2230,4062,0.5484,
W43,RACESURV7,"How often, if ever, does race or race relations come up in your conversations with family and friends?",4,"[""Often"", ""Sometimes"", ""Rarely"", ""Never""]","[0.1894, 0.3849, 0.3198, 0.1059]","[0.1055, 0.3498, 0.4113, 0.1334]","[0.2407, 0.4112, 0.2654, 0.0826]",6637,2230,4062,0.1275,
W43,RACESURV8,"When race or race relations comes up in your conversations with family and friends, are you generally…",4,"[""Very comfortable"", ""Somewhat comfortable"", ""Somewhat uncomfortable"", ""Very uncomfortable""]","[0.4061, 0.3508, 0.1955, 0.0475]","[0.382, 0.368, 0.2053, 0.0447]","[0.4217, 0.3429, 0.1879, 0.0475]",5919,1930,3719,0.019,
W43,RACESURV9,"When race or race relations comes up in your conversations with family and friends, is it…",5,"[""Always with people who are the same race as you"", ""Mostly with people who are the same race as you"", ""Mostly with people who are NOT the same race as you"", ""Always with people who are NOT the same race as you"", ""Both about equally""]","[0.1256, 0.4222, 0.1259, 0.0265, 0.2998]","[0.1316, 0.4191, 0.1232, 0.0203, 0.3058]","[0.1239, 0.4335, 0.1282, 0.0289, 0.2856]",5919,1930,3719,0.0115,
W43,RACESURV10,Do you think race relations in the United States are…,2,"[""Generally good"", ""Generally bad""]","[0.3681, 0.6319]","[0.5226, 0.4774]","[0.2826, 0.7174]",3323,1122,2025,0.24,
W43,RACESURV11,Do you think race relations in the United States are…,3,"[""Getting better"", ""Getting worse"", ""Staying about the same""]","[0.1524, 0.577, 0.2706]","[0.1871, 0.5103, 0.3026]","[0.1401, 0.6149, 0.245]",3323,1122,2025,0.0523,
W43,RACESURV12,"When it comes to giving black people equal rights with whites, do you think our country has…",3,"[""Gone too far"", ""Not gone far enough"", ""Been about right""]","[0.1242, 0.5381, 0.3377]","[0.2706, 0.1773, 0.5521]","[0.0446, 0.7385, 0.2169]",3314,1108,2037,0.2806,
W43,RACESURV13,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?",4,"[""Very likely"", ""Somewhat likely"", ""Not too likely"", ""Not at all likely""]","[0.1552, 0.3987, 0.3446, 0.1015]","[0.2474, 0.4124, 0.2577, 0.0825]","[0.1426, 0.3968, 0.3571, 0.1036]",1759,194,1491,0.0821,
W43,RACATTN,"In general, do you think there is too much, too little, or about the right amount of attention paid to race and racial issues in our country these days?",3,"[""Too much attention"", ""Too little attention"", ""About the right amount of attention""]","[0.349, 0.4635, 0.1875]","[0.6936, 0.1548, 0.1516]","[0.1621, 0.6353, 0.2026]",6637,2230,4062,0.2912,
W43,RACESURV14,Would you say President Trump has…,4,"[""Made progress toward improving race relations"", ""Tried but failed to make progress toward improving race relations"", ""Not addressed race relations"", ""Made race relations worse""]","[0.1307, 0.1175, 0.1151, 0.6367]","[0.3586, 0.2548, 0.1798, 0.2068]","[0.0117, 0.0434, 0.0752, 0.8697]",6637,2230,4062,0.5228,
W43,RACESURV15a,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?",3,"[""More common"", ""Less common"", ""About as common""]","[0.7261, 0.0456, 0.2284]","[0.4537, 0.0719, 0.4744]","[0.8814, 0.0298, 0.0888]",3323,1122,2025,0.4067,
W43,RACESURV15b,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was befo",3,"[""More acceptable"", ""Less acceptable"", ""About as acceptable""]","[0.5164, 0.2247, 0.2589]","[0.2466, 0.2584, 0.495]","[0.6716, 0.2023, 0.1261]",3314,1108,2037,0.397,
W43,RACESURV16,"When it comes to improving race relations, do you think it is more important for people to focus on…",2,"[""The unique experiences of different racial and ethnic groups"", ""What different racial and ethnic groups have in common""]","[0.4783, 0.5217]","[0.3498, 0.6502]","[0.55, 0.45]",6637,2230,4062,0.2002,
W43,RACESURV17,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?",4,"[""A great deal"", ""A fair amount"", ""Not much"", ""Not at all""]","[0.3889, 0.3149, 0.1665, 0.1297]","[0.1921, 0.272, 0.2684, 0.2675]","[0.503, 0.3347, 0.1108, 0.0515]",6637,2230,4062,0.3001,
W43,RACESURV18a,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Hispanics",5,"[""Very well"", ""Pretty well"", ""Not too well"", ""Not at all well"", ""Not sure""]","[0.0668, 0.451, 0.2992, 0.0591, 0.1239]","[0.11, 0.5784, 0.1727, 0.0275, 0.1114]","[0.0414, 0.3853, 0.3717, 0.0783, 0.1234]",6637,2230,4062,0.1013,
W43,RACESURV18b,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics",5,"[""Very well"", ""Pretty well"", ""Not too well"", ""Not at all well"", ""Not sure""]","[0.0929, 0.4431, 0.2003, 0.0365, 0.2272]","[0.0748, 0.3592, 0.2411, 0.0554, 0.2695]","[0.1027, 0.4924, 0.1818, 0.0253, 0.1977]",6637,2230,4062,0.0907,
W43,RACESURV18c,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and whites",5,"[""Very well"", ""Pretty well"", ""Not too well"", ""Not at all well"", ""Not sure""]","[0.0425, 0.3967, 0.3873, 0.0969, 0.0766]","[0.0586, 0.5126, 0.2959, 0.0635, 0.0694]","[0.033, 0.3343, 0.4449, 0.117, 0.0709]",6637,2230,4062,0.0715,
W43,RACESURV18d,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Asians",5,"[""Very well"", ""Pretty well"", ""Not too well"", ""Not at all well"", ""Not sure""]","[0.149, 0.5664, 0.0958, 0.0149, 0.1739]","[0.2004, 0.6042, 0.0537, 0.009, 0.1327]","[0.1223, 0.5536, 0.12, 0.0171, 0.187]",6637,2230,4062,0.0809,
W43,RACESURV18e,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Asians",5,"[""Very well"", ""Pretty well"", ""Not too well"", ""Not at all well"", ""Not sure""]","[0.0536, 0.3526, 0.2131, 0.0383, 0.3424]","[0.0595, 0.3234, 0.2032, 0.0473, 0.3667]","[0.05, 0.3702, 0.2239, 0.0342, 0.3217]",6637,2230,4062,0.0375,
W43,RACESURV18f,"Thinking again about race and race relations in the U.S.… In general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians",5,"[""Very well"", ""Pretty well"", ""Not too well"", ""Not at all well"", ""Not sure""]","[0.0671, 0.3767, 0.1314, 0.0205, 0.4043]","[0.0781, 0.3673, 0.1345, 0.0226, 0.3976]","[0.0593, 0.3855, 0.1332, 0.0198, 0.4021]",6637,2230,4062,0.0064,
W43,RACESURV19a,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.5259, 0.3021, 0.1719]","[0.1853, 0.4582, 0.3565]","[0.7158, 0.2171, 0.0671]",6637,2230,4062,0.41,
W43,RACESURV19b,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of motivation to work hard",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.2863, 0.2835, 0.4302]","[0.4358, 0.3107, 0.2535]","[0.205, 0.2686, 0.5265]",6637,2230,4062,0.2519,
W43,RACESURV19c,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.5355, 0.2665, 0.198]","[0.2921, 0.3611, 0.3468]","[0.6777, 0.2092, 0.113]",3323,1122,2025,0.3097,
W43,RACESURV19d,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of good role models",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4036, 0.3548, 0.2416]","[0.5363, 0.2843, 0.1794]","[0.3348, 0.3948, 0.2703]",3323,1122,2025,0.1462,
W43,RACESURV19e,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4922, 0.282, 0.2257]","[0.2064, 0.3664, 0.4273]","[0.6511, 0.2356, 0.1134]",3314,1108,2037,0.3793,
W43,RACESURV19f,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Family instability",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4884, 0.3365, 0.1751]","[0.5964, 0.2645, 0.1391]","[0.4406, 0.3733, 0.1861]",3314,1108,2037,0.1014,
W43,RACESURV20,"Thinking about your own experience, have you ever personally experienced discrimination or been treated unfairly because of your race or ethnicity?",3,"[""Yes, regularly"", ""Yes, from time to time"", ""No""]","[0.0768, 0.4658, 0.4574]","[0.0496, 0.3938, 0.5566]","[0.0905, 0.5057, 0.4038]",6637,2230,4062,0.0968,
W43,RACESURV21,"How often, if ever, did your family talk to you about Challenges you might face because of your race or ethnicity?",4,"[""Often"", ""Sometimes"", ""Rarely"", ""Never""]","[0.1302, 0.1933, 0.1863, 0.4902]","[0.0446, 0.1284, 0.1906, 0.6363]","[0.1801, 0.2283, 0.1831, 0.4085]",6637,2230,4062,0.1996,
W43,RACESURV22,"How often, if ever, did your family talk to you about Advantages you might have because of your race or ethnicity?",4,"[""Often"", ""Sometimes"", ""Rarely"", ""Never""]","[0.0506, 0.1521, 0.233, 0.5643]","[0.0238, 0.0931, 0.1957, 0.6874]","[0.0654, 0.185, 0.2566, 0.493]",6637,2230,4062,0.1232,
W43,RACESURV24,"How much, if at all, do you think what happens to white people in the country overall affects what happens in your own life?",4,"[""A lot"", ""Some"", ""Not much"", ""Not at all""]","[0.2061, 0.3568, 0.223, 0.214]","[0.1769, 0.351, 0.2308, 0.2413]","[0.2233, 0.3639, 0.2176, 0.1952]",6637,2230,4062,0.0506,
W43,RACESURV25,"How much, if at all, do you think what happens to black people in the country overall affects what happens in your own life?",4,"[""A lot"", ""Some"", ""Not much"", ""Not at all""]","[0.1964, 0.3485, 0.2531, 0.2019]","[0.0929, 0.309, 0.3086, 0.2895]","[0.2541, 0.3741, 0.2216, 0.1502]",6637,2230,4062,0.1756,
W43,RACESURV26,"How much, if at all, do you think what happens to Hispanics in the country overall affects what happens in your own life?",4,"[""A lot"", ""Some"", ""Not much"", ""Not at all""]","[0.1515, 0.3623, 0.273, 0.2132]","[0.1034, 0.3016, 0.3134, 0.2816]","[0.1776, 0.4, 0.2507, 0.1717]",6637,2230,4062,0.1189,
W43,RACESURV27,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?",4,"[""A lot"", ""Some"", ""Not much"", ""Not at all""]","[0.076, 0.2639, 0.3482, 0.3118]","[0.056, 0.213, 0.3514, 0.3796]","[0.0858, 0.2925, 0.3484, 0.2733]",6637,2230,4062,0.0818,
W43,IDIMPORT,How important is [Race Insert] to how you think about yourself?,5,"[""Extremely important"", ""Very important"", ""Moderately important"", ""Only a little important"", ""Not at all important""]","[0.2508, 0.1778, 0.1752, 0.1294, 0.2667]","[0.1193, 0.1365, 0.1796, 0.1556, 0.4091]","[0.3272, 0.1973, 0.1745, 0.1165, 0.1844]",6634,2230,4059,0.2413,
W43,RACESURV28a,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations",3,"[""Black people are treated less fairly than white people"", ""White people are treated less fairly than black people"", ""Both are treated about equally""]","[0.6118, 0.054, 0.3342]","[0.2825, 0.1118, 0.6057]","[0.7961, 0.0241, 0.1798]",6637,2230,4062,0.4697,
W43,RACESURV28b,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations",3,"[""Black people are treated less fairly than white people"", ""White people are treated less fairly than black people"", ""Both are treated about equally""]","[0.5289, 0.0199, 0.4512]","[0.2287, 0.0259, 0.7455]","[0.6958, 0.0167, 0.2875]",6637,2230,4062,0.4625,
